Name of the anime,Rating,Ranking,Followers,Type,Episodes,License,Study,Genre,Demographics,Age
Death Note,8.63,1,"3,150,451",TV,37,VIZ Media,Madhouse,"Mystery,Supernatural,Suspense",Shounen,R - 17+ (violence & profanity)
Shingeki no Kyojin,8.52,2,"3,136,959",TV,25,Funimation,Wit Studio,"Action,Drama,Fantasy,Mystery",Shounen,R - 17+ (violence & profanity)
Fullmetal Alchemist: Brotherhood,9.16,3,"2,674,846",TV,64,"Funimation,Aniplex of America",Bones,"Action,Adventure,Comedy,Drama,Fantasy",Shounen,R - 17+ (violence & profanity)
Sword Art Online,7.21,4,"2,583,874",TV,25,Aniplex of America,A-1 Pictures,"Action,Adventure,Fantasy,Romance",NULL,PG-13 - Teens 13 or older
One Punch Man,8.52,5,"2,577,610",TV,12,VIZ Media,Madhouse,"Action,Comedy,Sci-Fi,Supernatural",NULL,R - 17+ (violence & profanity)
Boku no Hero Academia,7.99,6,"2,420,486",TV,13,Funimation,Bones,"Action,Comedy",Shounen,PG-13 - Teens 13 or older
Tokyo Ghoul,7.8,7,"2,311,281",TV,12,Funimation,Studio Pierrot,"Action,Drama,Horror,Mystery,Supernatural",Seinen,R - 17+ (violence & profanity)
Naruto,7.95,8,"2,288,738",TV,220,VIZ Media,Studio Pierrot,"Action,Adventure,Comedy",Shounen,PG-13 - Teens 13 or older
Kimi no Na wa.,8.89,9,"2,160,503",Movie,1,"Funimation,NYAV Post",CoMix Wave Films,"Drama,Romance,Supernatural",NULL,PG-13 - Teens 13 or older
Hunter x Hunter (2011),9.06,10,"2,149,088",TV,148,VIZ Media,Madhouse,"Action,Adventure,Fantasy",Shounen,PG-13 - Teens 13 or older
Steins Gate,9.09,11,"2,090,281",TV,24,Funimation,White Fox,"Drama,Sci-Fi,Suspense",NULL,PG-13 - Teens 13 or older
Kimetsu no Yaiba,8.57,12,"2,101,403",TV,26,Aniplex of America,ufotable,"Action,Supernatural",Shounen,R - 17+ (violence & profanity)
Shingeki no Kyojin Season 2,8.49,13,"2,081,210",TV,12,Funimation,Wit Studio,"Action,Drama,Fantasy,Mystery",Shounen,R - 17+ (violence & profanity)
No Game No Life,8.13,14,"2,024,927",TV,12,Sentai Filmworks,Madhouse,"Adventure,Comedy,Fantasy,Supernatural,Ecchi",NULL,PG-13 - Teens 13 or older
Boku no Hero Academia 2nd Season,8.21,15,"2,033,496",TV,25,Funimation,Bones,"Action,Comedy",Shounen,PG-13 - Teens 13 or older
Naruto: Shippuuden,8.22,16,"1,925,747",TV,500,VIZ Media,Studio Pierrot,"Action,Adventure,Comedy",Shounen,PG-13 - Teens 13 or older
Code Geass: Hangyaku no Lelouch,8.71,17,"1,855,397",TV,25,"Funimation,Bandai Entertainment",Sunrise,"Action,Drama,Sci-Fi",NULL,R - 17+ (violence & profanity)
Toradora!,8.14,18,"1,846,438",TV,25,"NIS America,Inc.",J.C.Staff,"Comedy,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Noragami,7.98,19,"1,806,877",TV,12,Funimation,Bones,"Action,Adventure,Comedy,Supernatural",Shounen,PG-13 - Teens 13 or older
Angel Beats!,8.1,20,"1,802,143",TV,13,"Sentai Filmworks,Aniplex of America",P.A. Works,"Action,Comedy,Drama,Supernatural",NULL,PG-13 - Teens 13 or older
Re:Zero kara Hajimeru Isekai Seikatsu,8.26,21,"1,786,558",TV,25,Funimation,White Fox,"Drama,Fantasy,Suspense",NULL,R - 17+ (violence & profanity)
Shigatsu wa Kimi no Uso,8.69,22,"1,781,022",TV,22,Aniplex of America,A-1 Pictures,"Drama,Romance",Shounen,PG-13 - Teens 13 or older
Koe no Katachi,8.97,23,"1,778,422",Movie,1,"Eleven Arts,NYAV Post",Kyoto Animation,NULL,Shounen,PG-13 - Teens 13 or older
Mirai Nikki (TV),7.48,24,"1,735,201",TV,26,Funimation,asread.,"Action,Mystery,Supernatural,Suspense",Shounen,R+ - Mild Nudity
Boku no Hero Academia 3rd Season,8.14,25,"1,734,169",TV,25,Funimation,Bones,"Action,Comedy",Shounen,PG-13 - Teens 13 or older
Shingeki no Kyojin Season 3,8.62,26,"1,723,501",TV,12,Funimation,Wit Studio,"Action,Drama,Fantasy,Mystery",Shounen,R - 17+ (violence & profanity)
Akame ga Kill!,7.48,27,"1,703,885",TV,24,Sentai Filmworks,White Fox,"Action,Adventure,Drama,Fantasy",Shounen,R - 17+ (violence & profanity)
One Piece,8.6,28,"1,691,468",TV,Unknown,"Funimation,4Kids Entertainment",Toei Animation,"Action,Adventure,Comedy,Drama,Fantasy",Shounen,PG-13 - Teens 13 or older
Nanatsu no Taizai,7.76,29,"1,704,679",TV,24,Funimation,A-1 Pictures,"Action,Adventure,Fantasy,Supernatural",Shounen,PG-13 - Teens 13 or older
Boku dake ga Inai Machi,8.33,30,"1,683,370",TV,12,Aniplex of America,A-1 Pictures,"Mystery,Supernatural",Seinen,R - 17+ (violence & profanity)
Sword Art Online II,6.72,31,"1,664,345",TV,24,Aniplex of America,A-1 Pictures,"Action,Adventure,Fantasy,Romance",NULL,PG-13 - Teens 13 or older
Ao no Exorcist,7.54,32,"1,633,243",TV,25,Aniplex of America,A-1 Pictures,"Action,Fantasy,Supernatural",Shounen,PG-13 - Teens 13 or older
Shingeki no Kyojin Season 3 Part 2,9.09,33,"1,595,087",TV,10,Funimation,Wit Studio,"Action,Drama,Fantasy,Mystery",Shounen,R - 17+ (violence & profanity)
Ansatsu Kyoushitsu,8.11,34,"1,583,354",TV,22,Funimation,Lerche,"Action,Comedy",Shounen,PG-13 - Teens 13 or older
Kono Subarashii Sekai ni Shukufuku wo!,8.14,35,"1,566,674",TV,10,"Discotek Media,Crunchyroll",Studio Deen,"Adventure,Comedy,Fantasy,Supernatural",NULL,PG-13 - Teens 13 or older
Mob Psycho 100,8.48,36,"1,569,688",TV,12,"Funimation,Crunchyroll",Bones,"Action,Comedy,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Haikyuu!!,8.47,37,"1,541,858",TV,25,Sentai Filmworks,Production I.G,"Comedy,Drama,Sports",Shounen,PG-13 - Teens 13 or older
Bleach,7.82,38,"1,510,822",TV,366,VIZ Media,Studio Pierrot,"Action,Adventure,Comedy,Supernatural",Shounen,PG-13 - Teens 13 or older
Yakusoku no Neverland,8.58,39,"1,522,722",TV,12,Aniplex of America,CloverWorks,"Horror,Mystery,Sci-Fi,Suspense",Shounen,R - 17+ (violence & profanity)
Jujutsu Kaisen (TV),8.73,40,"1,530,928",TV,24,None found,MAPPA,"Action,Supernatural",Shounen,R - 17+ (violence & profanity)
Fairy Tail,7.6,41,"1,503,316",TV,175,Funimation,"Satelight,       A-1 Pictures","Action,Adventure,Comedy,Fantasy",Shounen,PG-13 - Teens 13 or older
Kiseijuu: Sei no Kakuritsu,8.36,42,"1,506,402",TV,24,Sentai Filmworks,Madhouse,"Action,Drama,Horror,Sci-Fi",Seinen,R - 17+ (violence & profanity)
Sen to Chihiro no Kamikakushi,8.79,43,"1,490,042",Movie,1,"Walt Disney Studios,GKIDS",Studio Ghibli,"Adventure,Drama,Supernatural",NULL,PG - Children
Cowboy Bebop,8.77,44,"1,481,233",TV,26,"Funimation,Bandai Entertainment",Sunrise,"Action,Adventure,Comedy,Drama,Sci-Fi",NULL,R - 17+ (violence & profanity)
Tokyo Ghoul √A,7.04,45,"1,482,402",TV,12,Funimation,Studio Pierrot,"Action,Drama,Horror,Mystery,Supernatural",Seinen,R - 17+ (violence & profanity)
Code Geass: Hangyaku no Lelouch R2,8.91,46,"1,467,769",TV,25,"Funimation,Bandai Entertainment",Sunrise,"Action,Drama,Sci-Fi",NULL,R - 17+ (violence & profanity)
Kill la Kill,8.06,47,"1,460,362",TV,24,Aniplex of America,Trigger,"Action,Comedy,Ecchi",NULL,PG-13 - Teens 13 or older
Death Parade,8.18,48,"1,443,143",TV,12,Funimation,Madhouse,"Drama,Mystery,Suspense",NULL,R - 17+ (violence & profanity)
Neon Genesis Evangelion,8.33,49,"1,415,869",TV,26,"ADV Films,GKIDS,Netflix","Gainax,       Tatsunoko Production","Action,Avant Garde,Drama,Sci-Fi",NULL,PG-13 - Teens 13 or older
Another,7.51,50,"1,407,479",TV,12,Sentai Filmworks,P.A. Works,"Horror,Mystery,Supernatural,Suspense",NULL,R - 17+ (violence & profanity)
Soul Eater,7.85,51,"1,383,406",TV,51,Funimation,Bones,"Action,Comedy,Fantasy,Supernatural",Shounen,PG-13 - Teens 13 or older
Psycho-Pass,8.36,52,"1,381,463",TV,22,Funimation,Production I.G,"Action,Sci-Fi,Suspense",NULL,R - 17+ (violence & profanity)
Shokugeki no Souma,8.21,53,"1,382,444",TV,24,Sentai Filmworks,J.C.Staff,"Gourmet,Ecchi",Shounen,PG-13 - Teens 13 or older
Tengen Toppa Gurren Lagann,8.64,54,"1,366,340",TV,27,"ADV Films,Bandai Entertainment,Aniplex of America",Gainax,"Action,Adventure,Comedy,Sci-Fi",NULL,PG-13 - Teens 13 or older
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.36,55,"1,369,443",TV,11,"NIS America,Inc.,Aniplex of America",A-1 Pictures,"Drama,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Violet Evergarden,8.66,56,"1,356,396",TV,13,Funimation,Kyoto Animation,"Drama,Fantasy,Slice of Life",NULL,PG-13 - Teens 13 or older
Shingeki no Kyojin: The Final Season,8.91,57,"1,344,757",TV,16,Funimation,MAPPA,"Action,Drama,Fantasy,Mystery",Shounen,R - 17+ (violence & profanity)
Elfen Lied,7.52,58,"1,315,939",TV,13,ADV Films,Arms,"Action,Drama,Horror,Romance,Supernatural",Seinen,R+ - Mild Nudity
Boku no Hero Academia 4th Season,7.99,59,"1,307,801",TV,25,Funimation,Bones,"Action,Comedy",Shounen,PG-13 - Teens 13 or older
Fullmetal Alchemist,8.13,60,"1,291,758",TV,51,"Funimation,Aniplex of America",Bones,"Action,Adventure,Comedy,Drama,Fantasy",Shounen,R - 17+ (violence & profanity)
Charlotte,7.75,61,"1,297,916",TV,13,Aniplex of America,P.A. Works,NULL,NULL,PG-13 - Teens 13 or older
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.31,62,"1,296,537",TV,13,Aniplex of America,CloverWorks,"Comedy,Drama,Romance,Supernatural",NULL,PG-13 - Teens 13 or older
Dr. Stone,8.31,63,"1,292,342",TV,24,"Funimation,Crunchyroll",TMS Entertainment,"Adventure,Comedy,Sci-Fi",Shounen,PG-13 - Teens 13 or older
Darling in the FranXX,7.27,64,"1,288,560",TV,24,Funimation,"A-1 Pictures,       Trigger,       CloverWorks","Action,Drama,Romance,Sci-Fi",NULL,PG-13 - Teens 13 or older
Highschool of the Dead,7.1,65,"1,272,748",TV,12,Sentai Filmworks,Madhouse,"Action,Horror,Supernatural,Ecchi",Shounen,R+ - Mild Nudity
Fate/Zero,8.31,66,"1,270,068",TV,13,Aniplex of America,ufotable,"Action,Fantasy,Supernatural",NULL,R - 17+ (violence & profanity)
One Punch Man 2nd Season,7.43,67,"1,271,495",TV,12,VIZ Media,J.C.Staff,"Action,Comedy,Sci-Fi,Supernatural",NULL,R - 17+ (violence & profanity)
Hataraku Maou-sama!,7.79,68,"1,263,664",TV,13,Funimation,White Fox,"Comedy,Fantasy,Romance,Supernatural",NULL,PG-13 - Teens 13 or older
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.58,69,"1,259,451",TV,13,Sentai Filmworks,J.C.Staff,"Action,Adventure,Comedy,Fantasy,Romance",NULL,PG-13 - Teens 13 or older
JoJo no Kimyou na Bouken (TV),7.95,70,"1,254,570",TV,26,"VIZ Media,Warner Bros. Pictures",David Production,"Action,Adventure,Supernatural",Shounen,R - 17+ (violence & profanity)
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.4,71,"1,247,603",TV,12,Aniplex of America,A-1 Pictures,"Comedy,Romance",Seinen,PG-13 - Teens 13 or older
Clannad,8.03,72,"1,233,641",TV,23,Sentai Filmworks,Kyoto Animation,"Comedy,Drama,Romance,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Durarara!!,8.14,73,"1,232,886",TV,24,Aniplex of America,Brain's Base,"Action,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Overlord,7.93,74,"1,238,775",TV,13,Funimation,Madhouse,"Action,Adventure,Fantasy,Supernatural",NULL,R - 17+ (violence & profanity)
Noragami Aragoto,8.18,75,"1,224,166",TV,13,Funimation,Bones,"Action,Adventure,Comedy,Supernatural",Shounen,PG-13 - Teens 13 or older
Bakemonogatari,8.35,76,"1,212,038",TV,15,Aniplex of America,Shaft,"Mystery,Romance,Supernatural",NULL,R - 17+ (violence & profanity)
Kono Subarashii Sekai ni Shukufuku wo! 2,8.29,77,"1,210,240",TV,10,Discotek Media,Studio Deen,"Adventure,Comedy,Fantasy,Supernatural",NULL,PG-13 - Teens 13 or older
High School DxD,7.36,78,"1,182,548",TV,12,Funimation,TNK,"Comedy,Romance,Ecchi",NULL,R+ - Mild Nudity
Black Clover,8.06,79,"1,182,848",TV,170,"Funimation,Crunchyroll",Studio Pierrot,"Action,Comedy,Fantasy",Shounen,PG-13 - Teens 13 or older
Tate no Yuusha no Nariagari,8.02,80,"1,176,976",TV,25,Funimation,Kinema Citrus,"Action,Adventure,Drama,Fantasy",NULL,PG-13 - Teens 13 or older
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.03,81,"1,167,526",TV,13,Sentai Filmworks,Brain's Base,"Comedy,Drama,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Chuunibyou demo Koi ga Shitai!,7.74,82,"1,135,972",TV,12,Sentai Filmworks,Kyoto Animation,"Comedy,Drama,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Kakegurui,7.29,83,"1,140,056",TV,12,Sentai Filmworks,MAPPA,"Drama,Mystery",Shounen,R - 17+ (violence & profanity)
Hyouka,8.11,84,"1,126,620",TV,22,Funimation,Kyoto Animation,"Mystery,Slice of Life",NULL,PG-13 - Teens 13 or older
Haikyuu!! Second Season,8.67,85,"1,130,749",TV,25,Sentai Filmworks,Production I.G,"Comedy,Drama,Sports",Shounen,PG-13 - Teens 13 or older
Ansatsu Kyoushitsu 2nd Season,8.52,86,"1,125,460",TV,25,Funimation,Lerche,"Action,Comedy",Shounen,PG-13 - Teens 13 or older
Mob Psycho 100 II,8.82,87,"1,100,193",TV,13,Funimation,Bones,"Action,Comedy,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Mahou Shoujo Madoka★Magica,8.36,88,"1,085,864",TV,12,Aniplex of America,Shaft,"Drama,Suspense",NULL,PG-13 - Teens 13 or older
Deadman Wonderland,7.18,89,"1,066,540",TV,12,Funimation,Manglobe,"Action,Horror,Sci-Fi,Supernatural",Shounen,R - 17+ (violence & profanity)
Owari no Seraph,7.49,90,"1,074,280",TV,12,Funimation,Wit Studio,"Action,Drama,Supernatural",Shounen,R - 17+ (violence & profanity)
Sakura-sou no Pet na Kanojo,8.14,91,"1,065,960",TV,24,Sentai Filmworks,J.C.Staff,"Comedy,Drama,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Guilty Crown,7.46,92,"1,065,525",TV,22,Funimation,Production I.G,"Action,Drama,Romance,Sci-Fi",NULL,R - 17+ (violence & profanity)
Kaichou wa Maid-sama!,8.03,93,"1,047,530",TV,26,Sentai Filmworks,J.C.Staff,"Comedy,Romance",Shoujo,PG-13 - Teens 13 or older
Samurai Champloo,8.5,94,"1,032,543",TV,26,"Funimation,Geneon Entertainment USA",Manglobe,"Action,Adventure,Comedy",Shounen,R - 17+ (violence & profanity)
Dragon Ball Z,8.15,95,"1,031,777",TV,291,Funimation,Toei Animation,"Action,Adventure,Comedy,Fantasy",Shounen,PG-13 - Teens 13 or older
Made in Abyss,8.7,96,"1,038,451",TV,13,Sentai Filmworks,Kinema Citrus,"Adventure,Drama,Fantasy,Mystery,Sci-Fi",NULL,R - 17+ (violence & profanity)
Howl no Ugoku Shiro,8.66,97,"1,029,989",Movie,1,Walt Disney Studios,Studio Ghibli,"Adventure,Drama,Fantasy,Romance",NULL,G - All Ages
Clannad: After Story,8.95,98,"1,025,067",TV,24,Sentai Filmworks,Kyoto Animation,"Comedy,Drama,Romance,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Mononoke Hime,8.69,99,"1,019,396",Movie,1,GKIDS,Studio Ghibli,"Action,Adventure,Fantasy",NULL,PG-13 - Teens 13 or older
Tensei shitara Slime Datta Ken,8.11,100,"1,029,325",TV,24,Funimation,8bit,"Action,Adventure,Comedy,Fantasy",NULL,PG-13 - Teens 13 or older
Bungou Stray Dogs,7.81,101,"1,024,060",TV,12,"Funimation,Crunchyroll",Bones,"Action,Comedy,Mystery,Supernatural",Seinen,R - 17+ (violence & profanity)
Kuroshitsuji,7.7,102,"1,005,120",TV,24,"Funimation,Aniplex of America",A-1 Pictures,"Action,Comedy,Mystery,Supernatural",Shounen,R - 17+ (violence & profanity)
Nisekoi,7.61,103,"991,168",TV,20,Aniplex of America,Shaft,"Comedy,Romance",Shounen,PG-13 - Teens 13 or older
Kyoukai no Kanata,7.75,104,"985,480",TV,12,Sentai Filmworks,Kyoto Animation,"Fantasy,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Kobayashi-san Chi no Maid Dragon,8.01,105,"989,499",TV,13,"Funimation,Crunchyroll",Kyoto Animation,"Comedy,Fantasy,Slice of Life",NULL,PG-13 - Teens 13 or older
Kuroko no Basket,8.09,106,"976,742",TV,25,None found,Production I.G,"Comedy,Sports",Shounen,PG-13 - Teens 13 or older
Log Horizon,7.96,107,"972,438",TV,25,Sentai Filmworks,Satelight,"Action,Adventure,Fantasy",NULL,PG-13 - Teens 13 or older
Ouran Koukou Host Club,8.17,108,"952,043",TV,26,Funimation,Bones,"Comedy,Romance",Shoujo,PG-13 - Teens 13 or older
Zankyou no Terror,8.11,109,"956,918",TV,11,Funimation,MAPPA,"Mystery,Suspense",NULL,R - 17+ (violence & profanity)
Shokugeki no Souma: Ni no Sara,8.14,110,"952,897",TV,13,Sentai Filmworks,J.C.Staff,"Gourmet,Ecchi",Shounen,PG-13 - Teens 13 or older
Enen no Shouboutai,7.68,111,"956,398",TV,24,Funimation,David Production,"Action,Supernatural",Shounen,PG-13 - Teens 13 or older
Vinland Saga,8.73,112,"953,014",TV,24,Sentai Filmworks,Wit Studio,"Action,Adventure,Drama",Seinen,R - 17+ (violence & profanity)
Fate/Zero 2nd Season,8.58,113,"937,540",TV,12,Aniplex of America,ufotable,"Action,Fantasy,Supernatural",NULL,R - 17+ (violence & profanity)
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.81,114,"940,018",TV,10,Sentai Filmworks,Production I.G,"Comedy,Drama,Sports",Shounen,PG-13 - Teens 13 or older
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,8.66,115,"932,615",TV,12,Aniplex of America,A-1 Pictures,"Comedy,Romance",Seinen,PG-13 - Teens 13 or older
Nanatsu no Taizai: Imashime no Fukkatsu,7.69,116,"922,890",TV,24,None found,A-1 Pictures,"Action,Adventure,Fantasy,Supernatural",Shounen,PG-13 - Teens 13 or older
Tokyo Ghoul:re,6.41,117,"909,814",TV,12,Funimation,"Studio Pierrot,       Pierrot Plus","Action,Drama,Horror,Mystery,Supernatural",Seinen,R - 17+ (violence & profanity)
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.09,118,"903,762",TV,24,VIZ Media,David Production,"Action,Adventure,Drama,Supernatural",Shounen,R - 17+ (violence & profanity)
Dororo,8.22,119,"902,517",TV,24,Sentai Filmworks,"Tezuka Productions,       MAPPA","Action,Adventure,Supernatural",Shounen,R - 17+ (violence & profanity)
K-On!,7.84,120,"894,470",TV,13,"Bandai Entertainment,Sentai Filmworks",Kyoto Animation,"Comedy,Slice of Life",NULL,PG-13 - Teens 13 or older
Tonari no Kaibutsu-kun,7.51,121,"893,610",TV,13,"NIS America,Inc.",Brain's Base,"Comedy,Romance,Slice of Life",Shoujo,PG-13 - Teens 13 or older
Gintama,8.95,122,"886,349",TV,201,"Sentai Filmworks,Crunchyroll",Sunrise,"Action,Comedy,Sci-Fi",Shounen,PG-13 - Teens 13 or older
Magi: The Labyrinth of Magic,8.04,123,"884,995",TV,25,Aniplex of America,A-1 Pictures,"Action,Adventure,Fantasy",Shounen,PG-13 - Teens 13 or older
Mahouka Koukou no Rettousei,7.46,124,"882,638",TV,26,Aniplex of America,Madhouse,"Action,Romance,Sci-Fi,Supernatural",NULL,PG-13 - Teens 13 or older
Fate/stay night: Unlimited Blade Works,8.2,125,"876,328",TV,12,Aniplex of America,ufotable,"Action,Fantasy,Supernatural",NULL,R - 17+ (violence & profanity)
Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.71,126,"883,629",Movie,1,Aniplex of America,ufotable,NuLL,Shounen,R - 17+ (violence & profanity)
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.24,127,"864,052",TV,13,Sentai Filmworks,feel.,"Comedy,Drama,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Goblin Slayer,7.43,128,"863,967",TV,12,Funimation,White Fox,"Action,Adventure,Fantasy",NULL,R - 17+ (violence & profanity)
Tonari no Totoro,8.27,129,"855,591",Movie,1,"Walt Disney Studios,GKIDS",Studio Ghibli,"Adventure,Supernatural",NULL,G - All Ages
Devilman: Crybaby,7.79,130,"862,508",ONA,10,None found,Science SARU,"Action,Avant Garde,Horror,Supernatural",NULL,R+ - Mild Nudity
Dragon Ball,7.97,131,"852,896",TV,153,Funimation,Toei Animation,"Adventure,Comedy,Fantasy",Shounen,PG-13 - Teens 13 or older
Date A Live,7.19,132,"847,200",TV,12,Funimation,AIC PLUS+,"Comedy,Romance,Sci-Fi",NULL,R - 17+ (violence & profanity)
ReLIFE,8,133,"846,449",TV,13,"Funimation,Crunchyroll",TMS Entertainment,"Drama,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.41,134,"843,550",TV,13,None found,White Fox,"Drama,Fantasy,Suspense",NULL,R - 17+ (violence & profanity)
Golden Time,7.76,135,"834,041",TV,24,Sentai Filmworks,J.C.Staff,"Comedy,Drama,Romance",NULL,PG-13 - Teens 13 or older
Fate/stay night,7.3,136,"828,140",TV,24,"Sentai Filmworks,Geneon Entertainment USA",Studio Deen,"Action,Fantasy,Romance,Supernatural",NULL,R - 17+ (violence & profanity)
Darker than Black: Kuro no Keiyakusha,8.09,137,"825,895",TV,25,Funimation,Bones,"Action,Mystery,Sci-Fi",NULL,R - 17+ (violence & profanity)
Horimiya,8.21,138,"837,055",TV,13,Funimation,CloverWorks,"Comedy,Romance,Slice of Life",Shounen,PG-13 - Teens 13 or older
Prison School,7.65,139,"826,428",TV,12,Funimation,J.C.Staff,"Comedy,Romance,Ecchi",Seinen,R+ - Mild Nudity
Fairy Tail (2014),7.67,140,"821,511",TV,102,Funimation,"A-1 Pictures,       Bridge","Action,Adventure,Comedy,Fantasy",Shounen,PG-13 - Teens 13 or older
Black Lagoon,8.03,141,"815,408",TV,12,"Funimation,Geneon Entertainment USA",Madhouse,NULL,Seinen,R - 17+ (violence & profanity)
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.43,142,"824,303",TV,24,VIZ Media,David Production,"Action,Adventure,Drama,Supernatural",Shounen,R - 17+ (violence & profanity)
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.5,143,"822,778",TV,39,VIZ Media,David Production,"Action,Adventure,Comedy,Drama,Supernatural",Shounen,R - 17+ (violence & profanity)
Suzumiya Haruhi no Yuuutsu,7.85,144,"810,769",TV,14,"Funimation,Bandai Entertainment,Kadokawa Pictures USA",Kyoto Animation,"Comedy,Mystery,Sci-Fi,Slice of Life",NULL,PG-13 - Teens 13 or older
Sword Art Online: Alicization,7.55,145,"816,681",TV,24,Aniplex of America,A-1 Pictures,"Action,Adventure,Fantasy,Romance",NULL,R - 17+ (violence & profanity)
Saiki Kusuo no Ψ-nan,8.43,146,"811,228",TV,120,Funimation,"J.C.Staff,       Egg Firm","Comedy,Slice of Life,Supernatural",Shounen,PG-13 - Teens 13 or older
Black Bullet,7.13,147,"801,681",TV,13,Sentai Filmworks,"Kinema Citrus,       Orange","Action,Mystery,Sci-Fi",Seinen,R - 17+ (violence & profanity)
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.25,148,"797,945",TV,13,Funimation,Lerche,"Horror,Mystery",NULL,R - 17+ (violence & profanity)
Shokugeki no Souma: San no Sara,8.06,149,"800,135",TV,12,Sentai Filmworks,J.C.Staff,"Gourmet,Ecchi",Shounen,PG-13 - Teens 13 or older
Byousoku 5 Centimeter,7.64,150,"793,975",Movie,3,"ADV Films,Bandai Entertainment,Discotek Media,Crunchyroll",CoMix Wave Films,"Drama,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Baccano!,8.39,151,"790,896",TV,13,"Funimation,Aniplex of America",Brain's Base,"Action,Comedy,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Gekkan Shoujo Nozaki-kun,7.89,152,"786,944",TV,12,Sentai Filmworks,Doga Kobo,"Comedy,Romance",NULL,PG-13 - Teens 13 or older
High School DxD New,7.5,153,"778,742",TV,12,Funimation,TNK,"Action,Comedy,Romance,Ecchi",NULL,R+ - Mild Nudity
Overlord II,7.76,154,"780,387",TV,13,Funimation,Madhouse,"Action,Adventure,Fantasy,Supernatural",NULL,R - 17+ (violence & profanity)
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.84,155,"782,386",TV,12,Funimation,Lerche,NULL,NULL,PG-13 - Teens 13 or older
Plastic Memories,7.92,156,"775,522",TV,13,Aniplex of America,Doga Kobo,"Drama,Romance,Sci-Fi",NULL,PG-13 - Teens 13 or older
Hellsing Ultimate,8.37,157,"768,345",OVA,10,"Funimation,Geneon Entertainment USA","Madhouse,       Satelight,       Graphinica","Action,Horror,Supernatural",Seinen,R - 17+ (violence & profanity)
Boku no Hero Academia 5th Season,7.48,158,"762,118",TV,25,Funimation,Bones,"Action,Comedy",Shounen,PG-13 - Teens 13 or older
Monster,8.8,159,"763,627",TV,74,VIZ Media,Madhouse,"Drama,Horror,Mystery,Suspense",Seinen,R+ - Mild Nudity
Rakudai Kishi no Cavalry,7.48,160,"766,154",TV,12,Sentai Filmworks,"SILVER LINK.,       Nexus","Action,Fantasy,Romance,Ecchi",NULL,R - 17+ (violence & profanity)
Kimi ni Todoke,8,161,"752,745",TV,25,"NIS America,Inc.",Production I.G,"Drama,Romance,Slice of Life",Shoujo,PG-13 - Teens 13 or older
Btooom!,7.33,162,"752,583",TV,12,Sentai Filmworks,Madhouse,"Action,Sci-Fi",Seinen,R - 17+ (violence & profanity)
Nichijou,8.46,163,"740,035",TV,26,"Funimation,Bandai Entertainment",Kyoto Animation,"Comedy,Slice of Life",Shounen,PG-13 - Teens 13 or older
Ao Haru Ride,7.66,164,"737,194",TV,12,Sentai Filmworks,Production I.G,"Drama,Romance,Slice of Life",Shoujo,PG-13 - Teens 13 or older
Kokoro Connect,7.79,165,"724,319",TV,13,Sentai Filmworks,SILVER LINK.,"Comedy,Drama,Romance,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Magi: The Kingdom of Magic,8.24,166,"724,197",TV,25,Aniplex of America,A-1 Pictures,"Action,Adventure,Fantasy",Shounen,PG-13 - Teens 13 or older
Mahoutsukai no Yome,8.08,167,"724,986",TV,24,Funimation,Wit Studio,"Fantasy,Slice of Life",Shounen,PG-13 - Teens 13 or older
